filename;compressed_size;uncompressed_size
18624.json;2782356;23596171
18625.json;1812283;16574950
18626.json;1886671;16858433
18627.json;1890719;16668343
18628.json;1968812;17390829
18629.json;2085270;18172022
1862.json;3487847;20943867
18630.json;2404252;20310850
18631.json;2373718;20338269
18632.json;2631984;22210287
18633.json;2647676;22454497
18634.json;2620692;22688378
18635.json;2965514;25523364
18636.json;3042903;26517384
18637.json;3010501;26046373
18638.json;2662670;23005575
18639.json;2623781;22377189
1863.json;4230774;23161388
18640.json;2551307;21955630
18641.json;2437197;21810510
18642.json;2366313;20996059
18643.json;2394116;21356995
18644.json;2736234;23843881
18645.json;3100721;26719498
18646.json;2983116;25898838
18647.json;2669310;23272289
18648.json;3323752;27493910
18649.json;3498350;28624184
1864.json;5966375;40164865
18650.json;3403837;27873630
18651.json;3218563;26505917
18652.json;3635942;29731407
18653.json;3770481;30470225
18654.json;2561946;19567569
18655.json;2435787;18749757
18656.json;2475464;18903296
18657.json;2590843;19767737
18658.json;2691159;20282460
18659.json;2679703;20499700
1865.json;5482297;35975832
18660.json;2528255;20011330
18661.json;2494651;19512045
18662.json;2115197;16527670
18663.json;2138222;16532267
18664.json;2210776;16911541
18665.json;2139854;16610779
18666.json;2128689;16563215
18667.json;2165618;16715388
18668.json;2228538;17229194
18669.json;2297765;17776455
1866.json;3574238;22898143
18670.json;2461528;18620253
18671.json;2587787;19372373
18672.json;2650810;19765101
18673.json;2791724;20845917
18674.json;1824275;14816960
18675.json;1832393;15675962
18676.json;1845189;15950532
18677.json;1862184;15874560
18678.json;1927757;16592758
18679.json;2334598;19827028
1867.json;7634800;40380049
18680.json;2454561;20868957
18681.json;2238682;19088429
18682.json;2395855;19977978
18683.json;2903354;23169967
18684.json;3022339;23811070
18685.json;3125264;24461094
18686.json;3218225;25451382
18687.json;3567598;27926824
18688.json;1909138;16312159
18689.json;1168342;10948939
1868.json;4653353;29747326
18690.json;1304993;11653041
18691.json;1338936;11781740
18692.json;1437325;12502392
18693.json;1474328;12676158
18694.json;1584983;13339040
18695.json;1563882;13217913
18696.json;1675822;13984235
18697.json;1656692;13848888
18698.json;1654617;13922094
18699.json;1772674;14732664
1869.json;4651170;32382527
186.json;222496;3790849
18700.json;1858961;15364518
18701.json;1918075;15775526
18702.json;2041823;16546398
18703.json;2039522;16525279
18704.json;2105524;16884139
18705.json;2132978;17203787
18706.json;2294565;18262463
18707.json;2280746;18177563
18708.json;2397652;18919891
18709.json;2410068;19107655
1870.json;5297542;38269925
18710.json;2146320;17510107
18711.json;1994334;16446326
18712.json;1974035;16143237
18713.json;1912709;15914597
18714.json;1870579;15743630
18715.json;1908526;15873357
18716.json;1893216;15848931
18717.json;2794647;22209933
18718.json;1410387;12250667
18719.json;2251678;17379838
1871.json;4047007;30146088
18720.json;5181292;39981480
18721.json;4963725;38877368
18722.json;540139;5855519
18723.json;579503;5921240
18724.json;729060;6922691
18725.json;650157;6235021
18726.json;904824;8372171
18727.json;331474;5290123
18728.json;358501;5356003
18729.json;392148;5429924
1872.json;4978997;29448433
18730.json;405539;5477063
18731.json;419176;5487905
18732.json;875108;7958518
18733.json;987497;8620362
18734.json;1005225;8328723
18735.json;1066254;9121908
18736.json;1643840;12260428
18737.json;559047;7670685
18738.json;492895;7019354
18739.json;230703;5425365
1873.json;3849609;21824411
18740.json;250485;5451383
18741.json;231230;5376435
18742.json;228541;5119727
18743.json;306088;5518060
18744.json;795285;7518908
18745.json;656495;7500226
18746.json;390747;7209016
18747.json;424333;7078962
18748.json;427309;6942426
18749.json;356017;5978672
1874.json;1845507;12264465
18750.json;193627;3989047
18751.json;189606;3976751
18752.json;200578;4341704
18753.json;383623;7460042
18754.json;359334;7128360
18755.json;469124;9740766
18756.json;579231;10266062
18757.json;499930;9780532
18758.json;373737;8762037
18759.json;357183;8767563
1875.json;4257064;22200158
18760.json;398185;8233543
18761.json;345081;6539229
18762.json;307476;4977719
18763.json;515966;6580635
18764.json;317857;5698927
18765.json;312689;6271303
18766.json;350343;6803686
18767.json;378010;8079319
18768.json;399564;9717048
18769.json;424164;10396711
1876.json;980293;8685180
18770.json;427153;9674016
18771.json;598712;10986870
18772.json;1698380;15293349
18773.json;1418906;13998587
18774.json;1222855;10873140
18775.json;220451;5708799
18776.json;226031;5728323
18777.json;224923;5700025
18778.json;224655;5689834
18779.json;223355;5716298
1877.json;876193;8614930
18780.json;220319;5706442
18781.json;218326;5743242
18782.json;267805;5947873
18783.json;344159;6266407
18784.json;224396;5750066
18785.json;220524;5741301
18786.json;268443;5303204
18787.json;225001;5618724
18788.json;179724;4962301
18789.json;177374;4906996
1878.json;2031025;13490028
18790.json;227610;5097035
18791.json;258993;5280701
18792.json;355964;5764983
18793.json;443259;6327161
18794.json;417494;6242564
18795.json;416920;6320825
18796.json;410879;6236855
18797.json;428803;6342141
18798.json;437324;6409539
18799.json;482632;6615146
1879.json;2832218;18924429
187.json;224189;3808592
18800.json;275221;5581642
18801.json;183033;5115869
18802.json;301581;5738038
18803.json;448248;6471070
18804.json;438246;6415491
18805.json;427134;6382954
18806.json;390462;6226534
18807.json;336102;5873076
18808.json;304695;5719906
18809.json;419886;6316356
1880.json;2715258;17979949
18810.json;368927;5830426
18811.json;239137;5078079
18812.json;360507;5855386
18813.json;367039;5821357
18814.json;368961;5811557
18815.json;292207;5304476
18816.json;438927;5904252
18817.json;340728;5508875
18818.json;305732;5241221
18819.json;409044;5935504
1881.json;490468;5857906
18820.json;321347;5533559
18821.json;334977;5416160
18822.json;394278;5891451
18823.json;439490;5917926
18824.json;556347;6397804
18825.json;647705;6910155
18826.json;3276977;19848255
18827.json;2485332;19244284
18828.json;2481894;18356688
18829.json;1235962;9174793
1882.json;1175432;8282965
18830.json;936600;8113581
18831.json;1210323;9232491
18832.json;2492405;17378708
18833.json;1801493;13863404
18834.json;856865;12146233
18835.json;788658;7801534
18836.json;879309;8208238
18837.json;1019178;8763514
18838.json;1094415;9337460
18839.json;1666887;12624519
1883.json;707738;7522015
18840.json;708002;7587381
18841.json;1986415;11280957
18842.json;1304956;8525270
18843.json;1937740;11335354
18844.json;1833987;10587865
18845.json;2287721;12646674
18846.json;1829263;10940337
18847.json;2302300;13096576
18848.json;1252075;8460843
18849.json;1810618;10597744
1884.json;957373;8620425
18850.json;2300271;13026695
18851.json;1724486;10511672
18852.json;2636961;15048826
18853.json;2078848;12043597
18854.json;1904837;11072477
18855.json;2536501;14228880
18856.json;1418330;9465600
18857.json;1825843;10606853
18858.json;2027874;12287213
18859.json;466125;5071142
1885.json;1200630;9928285
18860.json;1258757;8351855
18861.json;2227606;12755880
18862.json;1787620;10766184
18863.json;1861688;10936111
18864.json;2518836;14055862
18865.json;1811502;11194454
18866.json;1245614;8429282
18867.json;2205604;12517264
18868.json;1636645;9956253
18869.json;2201876;12326969
1886.json;4013113;23469218
18870.json;2216970;12407333
18871.json;2180060;12470816
18872.json;1599069;9815994
18873.json;2227482;12764166
18874.json;1779021;10317219
18875.json;1833286;10879719
18876.json;1499761;9258216
18877.json;1946024;11369080
18878.json;2440785;13395341
18879.json;2429242;12952076
1887.json;3339942;19129342
18880.json;2303027;12794368
18881.json;2411625;13226983
18882.json;2104056;12450023
18883.json;1740939;12185920
18884.json;2283517;14490355
18885.json;2252230;13536738
18886.json;2277818;13864469
18887.json;523118;6556496
18888.json;1207494;8994196
18889.json;194487;5187666
1888.json;9957440;48031941
18890.json;3298891;17513196
18891.json;5746533;28231400
18892.json;4086953;22127297
18893.json;3038898;17376082
18894.json;3068309;17202230
18895.json;1285034;8917476
18896.json;883560;6748908
18897.json;525841;4612146
18898.json;686244;5267614
18899.json;821919;5751205
1889.json;5030671;27029481
188.json;235978;3913247
18900.json;1167480;7135646
18901.json;265213;3625065
18902.json;433072;4315438
18903.json;1270588;7819211
18904.json;986261;6261866
18905.json;1137487;7276226
18906.json;243150;3521119
18907.json;231982;3489269
18908.json;321931;3883940
18909.json;297315;3688460
1890.json;4451753;25340280
18910.json;472707;4477866
18911.json;981878;6377698
18912.json;966456;5994338
18913.json;566313;4748765
18914.json;533660;4720673
18915.json;480865;4311242
18916.json;2831150;15904584
18917.json;5726368;28428310
18918.json;3193565;17187667
18919.json;1083498;7745829
1891.json;6371082;33168224
18920.json;825090;6039909
18921.json;2079555;11465392
18922.json;3385098;17669980
18923.json;2341281;14577051
18924.json;3550816;19437985
18925.json;4878360;25463543
18926.json;3184256;17050813
18927.json;3924256;20252338
18928.json;6004542;30185273
18929.json;3870168;20783735
1892.json;2845594;16841594
18930.json;3990641;21065770
18931.json;3735165;19398643
18932.json;1884694;11860794
18933.json;4249121;22785324
18934.json;1567203;10905594
18935.json;5545463;28249652
18936.json;3821135;19405342
18937.json;4762410;24014372
18938.json;4682189;23407237
18939.json;5787173;28144319
1893.json;5648437;35105437
18940.json;5233148;26207642
18941.json;4444172;23227003
18942.json;4090595;21467436
18943.json;5535294;27826893
18944.json;2360884;13781501
18945.json;1641750;10749819
18946.json;4917859;25650077
18947.json;1815985;11791122
18948.json;4571518;23737594
18949.json;614137;6596934
1894.json;4767012;26799315
18950.json;1992612;11683212
18951.json;1255109;8748488
18952.json;1244754;8735871
18953.json;477806;6167683
18954.json;275144;5519207
18955.json;274556;5522937
18956.json;274533;5529770
18957.json;277469;5531218
18958.json;672428;6983870
18959.json;3441966;18694827
1895.json;2918250;17291292
18960.json;422656;5355672
18961.json;2478201;13764238
18962.json;3150241;16783074
18963.json;458297;5071152
18964.json;1501664;10149713
18965.json;2227886;14279250
18966.json;2514050;16995498
18967.json;2556278;16319872
18968.json;2397477;16242444
18969.json;2287711;15265858
1896.json;3054477;19165133
18970.json;2490840;16029422
18971.json;2728949;18186166
18972.json;2232682;15143523
18973.json;3672765;22116061
18974.json;2646158;14821834
18975.json;1549903;10072514
18976.json;1469302;10227162
18977.json;1067284;8170794
18978.json;4035559;21062234
18979.json;1456300;9531483
1897.json;6397293;33752656
18980.json;392563;4629853
18981.json;326100;4280672
18982.json;336802;4374854
18983.json;371607;4638434
18984.json;387287;4624071
18985.json;317650;4302598
18986.json;338976;4438367
18987.json;321814;4299056
18988.json;341040;4617117
18989.json;334771;4569245
1898.json;4577472;24383476
18990.json;339143;4504197
18991.json;348178;4507946
18992.json;344319;4486810
18993.json;353308;4511334
18994.json;373720;4610873
18995.json;402554;4853646
18996.json;390550;4704961
18997.json;334402;4346310
18998.json;337164;4354875
18999.json;358600;4491762
1899.json;2356062;14710116
189.json;230573;3876574
18.json;271532;3494755
19000.json;363755;4576504
19001.json;372152;4519828
19002.json;358912;4531086
19003.json;332284;4372606
19004.json;343910;4501158
19005.json;328112;4382821
19006.json;344031;4415937
19007.json;337364;4691436
19008.json;331606;4766826
19009.json;381384;4646200
1900.json;2677004;16476294
19010.json;357403;4434498
19011.json;349000;4492589
19012.json;325898;4359828
19013.json;341449;4398623
19014.json;360467;4443359
19015.json;352070;4437358
19016.json;345331;4526056
19017.json;366318;4653714
19018.json;351175;4464579
19019.json;301642;4264770
1901.json;6334987;30829217
19020.json;362790;4514366
19021.json;347633;4452551
19022.json;338211;4453753
19023.json;372131;4727220
19024.json;396172;4855637
19025.json;341884;4480612
19026.json;341864;4411645
19027.json;347061;4440151
19028.json;367106;4735047
19029.json;390081;4915395
1902.json;1778481;11450396
19030.json;334166;4380270
19031.json;339371;4368671
19032.json;347163;4423105
19033.json;338891;4467083
19034.json;356566;4463171
19035.json;325124;4357701
19036.json;337092;4404773
19037.json;345595;4543919
19038.json;141429;2926995
19039.json;137792;2914671
1903.json;1695287;11821444
19040.json;294727;4309763
19041.json;268421;4411069
19042.json;295266;4358932
19043.json;315004;4467678
19044.json;330752;4543472
19045.json;347981;4635589
19046.json;351699;4573207
19047.json;694485;5609543
19048.json;708738;5856105
19049.json;702304;6050361
1904.json;1644299;12116581
19050.json;692705;6090894
19051.json;705626;6125962
19052.json;694642;6088669
19053.json;701268;6170802
19054.json;689031;6180362
19055.json;722506;6580140
19056.json;710044;6438311
19057.json;447468;5232956
19058.json;345358;4886765
19059.json;316577;4598591
1905.json;2489181;16243557
19060.json;280759;4349396
19061.json;289915;4468608
19062.json;313407;4790598
19063.json;320956;4640837
19064.json;323672;4655415
19065.json;312836;4477300
19066.json;317771;4337997
19067.json;358591;4647431
19068.json;377759;4647329
19069.json;316007;4356234
1906.json;1133797;11037198
19070.json;324023;4651493
19071.json;333338;4750230
19072.json;309234;4775431
19073.json;239375;4418048
19074.json;345942;4743501
19075.json;340198;4875950
19076.json;316103;4751377
19077.json;340874;4757884
19078.json;329935;4793482
19079.json;323356;4668289
1907.json;1076295;9510973
19080.json;355300;4842930
19081.json;319081;4726034
19082.json;321848;4668926
19083.json;314825;4769439
19084.json;328093;4646521
19085.json;338572;4679181
19086.json;303606;4424013
19087.json;338898;4854729
19088.json;379550;4933657
19089.json;309685;4825850
1908.json;1229941;9798221
19090.json;342878;4905563
19091.json;311692;4316956
19092.json;345837;4660864
19093.json;341961;4683362
19094.json;328819;4744013
19095.json;334896;4861617
19096.json;282627;4252403
19097.json;270067;4186265
19098.json;287996;4401568
19099.json;300787;4695262
1909.json;1467110;10476532
190.json;268343;4008761
19100.json;304372;4577734
19101.json;289640;4447655
19102.json;331543;4763065
19103.json;330828;4872092
19104.json;338439;4972371
19105.json;337320;4910535
19106.json;308267;4539193
19107.json;338037;4865655
19108.json;360373;5073526
19109.json;335559;4811181
1910.json;827721;7622799
19110.json;309077;4584463
19111.json;315636;4476824
19112.json;324392;4596673
19113.json;345940;4773371
19114.json;323448;4819485
19115.json;307565;4496587
19116.json;353648;4769924
19117.json;339054;4789688
19118.json;328309;4608964
19119.json;351831;4739017
1911.json;1372401;10350641
19120.json;325196;4591434
19121.json;334967;4786214
19122.json;320957;4477004
19123.json;308760;4548943
